t(s),x(m),v(m/s)
2.136,0.01,0.188
2.137,0.01,0.19
2.138,0.01,0.192
2.139,0.01,0.193
2.14,0.011,0.195
2.141,0.011,0.197
2.142,0.011,0.199
2.143,0.011,0.201
2.144,0.011,0.202
2.145,0.012,0.204
2.146,0.012,0.206
2.147,0.012,0.208
2.148,0.012,0.21
2.149,0.012,0.212
2.15,0.013,0.213
2.151,0.013,0.215
2.152,0.013,0.217
2.153,0.013,0.219
2.154,0.013,0.221
2.155,0.014,0.222
2.156,0.014,0.224
2.157,0.014,0.226
2.158,0.014,0.228
2.159,0.015,0.23
2.16,0.015,0.231
2.161,0.015,0.233
2.162,0.015,0.235
2.163,0.016,0.237
2.164,0.016,0.239
2.165,0.016,0.24
2.166,0.016,0.242
2.167,0.016,0.244
2.168,0.017,0.246
2.169,0.017,0.248
2.17,0.017,0.249
2.171,0.017,0.251
2.172,0.018,0.253
2.173,0.018,0.255
2.174,0.018,0.257
2.175,0.018,0.259
2.176,0.019,0.26
2.177,0.019,0.262
2.178,0.019,0.264
2.179,0.02,0.266
2.18,0.02,0.268
2.181,0.02,0.269
2.182,0.02,0.271
2.183,0.021,0.273
2.184,0.021,0.275
2.185,0.021,0.277
2.186,0.021,0.278
2.187,0.022,0.28
2.188,0.022,0.282
2.189,0.022,0.284
2.19,0.023,0.286
2.191,0.023,0.287
2.192,0.023,0.289
2.193,0.023,0.291
2.194,0.024,0.293
2.195,0.024,0.295
2.196,0.024,0.296
2.197,0.025,0.298
2.198,0.025,0.3
2.199,0.025,0.302
2.2,0.026,0.304
2.201,0.026,0.306
2.202,0.026,0.307
2.203,0.026,0.309
2.204,0.027,0.311
2.205,0.027,0.313
2.206,0.027,0.315
2.207,0.028,0.316
2.208,0.028,0.318
2.209,0.028,0.32
2.21,0.029,0.322
2.211,0.029,0.324
2.212,0.029,0.325
2.213,0.03,0.327
2.214,0.03,0.329
2.215,0.03,0.331
2.216,0.031,0.333
2.217,0.031,0.334
2.218,0.031,0.336
2.219,0.032,0.338
2.22,0.032,0.34
2.221,0.032,0.342
2.222,0.033,0.343
2.223,0.033,0.345
2.224,0.033,0.347
2.225,0.034,0.349
2.226,0.034,0.351
2.227,0.034,0.353
2.228,0.035,0.354
2.229,0.035,0.356
2.23,0.035,0.358
2.231,0.036,0.36
2.232,0.036,0.362
2.233,0.037,0.363
2.234,0.037,0.365
2.235,0.037,0.367
2.236,0.038,0.369
2.237,0.038,0.371
2.238,0.038,0.372
2.239,0.039,0.374
2.24,0.039,0.376
2.241,0.039,0.378
2.242,0.04,0.38
2.243,0.04,0.381
2.244,0.041,0.383
2.245,0.041,0.385
2.246,0.041,0.387
2.247,0.042,0.389
2.248,0.042,0.391
2.249,0.043,0.392
2.25,0.043,0.394
2.251,0.043,0.396
2.252,0.044,0.398
2.253,0.044,0.4
2.254,0.045,0.401
2.255,0.045,0.403
2.256,0.045,0.405
2.257,0.046,0.407
2.258,0.046,0.409
2.259,0.047,0.41
2.26,0.047,0.412
2.261,0.047,0.414
2.262,0.048,0.416
2.263,0.048,0.418
2.264,0.049,0.419
2.265,0.049,0.421
2.266,0.049,0.423
2.267,0.05,0.425
2.268,0.05,0.427
2.269,0.051,0.428
2.27,0.051,0.43
2.271,0.052,0.432
2.272,0.052,0.434
2.273,0.053,0.436
2.274,0.053,0.438
2.275,0.053,0.439
2.276,0.054,0.441
2.277,0.054,0.443
2.278,0.055,0.445
2.279,0.055,0.447
2.28,0.056,0.448
2.281,0.056,0.45
2.282,0.056,0.452
2.283,0.057,0.454
2.284,0.057,0.456
2.285,0.058,0.457
2.286,0.058,0.459
2.287,0.059,0.461
2.288,0.059,0.463
2.289,0.06,0.465
2.29,0.06,0.466
2.291,0.061,0.468
2.292,0.061,0.47
2.293,0.062,0.472
2.294,0.062,0.474
2.295,0.063,0.475
2.296,0.063,0.477
2.297,0.063,0.479
2.298,0.064,0.481
2.299,0.064,0.483
2.3,0.065,0.485
2.301,0.065,0.486
2.302,0.066,0.488
2.303,0.066,0.49
2.304,0.067,0.492
2.305,0.067,0.494
2.306,0.068,0.495
2.307,0.068,0.497
2.308,0.069,0.499
2.309,0.069,0.501
2.31,0.07,0.503
2.311,0.07,0.504
2.312,0.071,0.506
2.313,0.071,0.508
2.314,0.072,0.51
2.315,0.072,0.512
2.316,0.073,0.513
2.317,0.073,0.515
2.318,0.074,0.517
2.319,0.074,0.519
2.32,0.075,0.521
2.321,0.075,0.522
2.322,0.076,0.524
2.323,0.077,0.526
2.324,0.077,0.528
2.325,0.078,0.53
2.326,0.078,0.532
2.327,0.079,0.533
2.328,0.079,0.535
2.329,0.08,0.537
2.33,0.08,0.539
2.331,0.081,0.541
2.332,0.081,0.542
2.333,0.082,0.544
2.334,0.082,0.546
2.335,0.083,0.548
2.336,0.084,0.55
2.337,0.084,0.551
2.338,0.085,0.553
2.339,0.085,0.555
2.34,0.086,0.557
2.341,0.086,0.559
2.342,0.087,0.56
2.343,0.087,0.562
2.344,0.088,0.564
2.345,0.089,0.566
2.346,0.089,0.568
2.347,0.09,0.569
2.348,0.09,0.571
2.349,0.091,0.573
2.35,0.091,0.575
2.351,0.092,0.577
2.352,0.093,0.579
2.353,0.093,0.58
2.354,0.094,0.582
2.355,0.094,0.584
2.356,0.095,0.586
2.357,0.095,0.588
2.358,0.096,0.589
2.359,0.097,0.591
2.36,0.097,0.593
2.361,0.098,0.595
2.362,0.098,0.597
2.363,0.099,0.598
2.364,0.1,0.6
2.365,0.1,0.602
2.366,0.101,0.604
2.367,0.101,0.606
2.368,0.102,0.607
2.369,0.103,0.609
2.37,0.103,0.611
2.371,0.104,0.613
2.372,0.104,0.615
2.373,0.105,0.616
2.374,0.106,0.618
2.375,0.106,0.62
2.376,0.107,0.622
2.377,0.108,0.624
2.378,0.108,0.626
2.379,0.109,0.627
2.38,0.109,0.629
2.381,0.11,0.631
2.382,0.111,0.633
2.383,0.111,0.635
2.384,0.112,0.636
2.385,0.113,0.638
2.386,0.113,0.64
2.387,0.114,0.642
2.388,0.115,0.644
2.389,0.115,0.645
2.39,0.116,0.647
2.391,0.117,0.649
2.392,0.117,0.651
2.393,0.118,0.653
2.394,0.118,0.654
2.395,0.119,0.656
2.396,0.12,0.658
2.397,0.12,0.66
2.398,0.121,0.662
2.399,0.122,0.663
2.4,0.122,0.665
2.401,0.123,0.667
2.402,0.124,0.669
2.403,0.124,0.671
2.404,0.125,0.673
2.405,0.126,0.674
2.406,0.126,0.676
2.407,0.127,0.678
2.408,0.128,0.68
2.409,0.128,0.682
2.41,0.129,0.683
2.411,0.13,0.685
2.412,0.131,0.687
2.413,0.131,0.689
2.414,0.132,0.691
2.415,0.133,0.692
2.416,0.133,0.694
2.417,0.134,0.696
2.418,0.135,0.698
